code_insee,population,P15_POP,croissance_pop,dep,nb_banques_classiques,nb_services_financiers,nb_equipements_eco,nb_equipements_services,revenu_median,commune,densite_equip_eco,densite_equip_ser,densite_banques,densite_services_fin,pop_norm,eco_norm,ser_norm,bank_norm,revenu_norm,croissance_norm,score_potentiel,score_saturation,score_final,rang_score,potentiel,CLUSTER,cluster_label
42053,1675,1559,7.4406670943,42,0,0,34,11,26200,Châteauneuf,20.298507463,6.5671641791,0,0,0.009571733,0.2961736578,0.0857014953,0,0.6556776557,0.3994567672,0.2998398699,0,0.2998398699,2,Potentiel élevé,4,Cluster 4
42056,2889,2889,0,42,1,3,103,21,24760,Chavanay,35.652474905,7.2689511942,0.3461405331,1.0384215992,0.0166014268,0.5202019864,0.0948598162,0.1295719323,0.5677655678,0.2960828262,0.3203694332,0.1295719323,0.2788585467,2,Potentiel élevé,3,Cluster 3
42059,5472,5219,4.8476719678,42,3,4,142,48,21810,Chazelles-sur-Lyon,25.950292398,8.7719298246,0.548245614,0.730994152,0.0315583453,0.3786383326,0.1144736879,0.2052265967,0.3876678877,0.3634320235,0.2683622876,0.2052265967,0.2132872087,0,Potentiel faible,3,Cluster 3
42062,1160,1067,8.7160262418,42,0,1,26,9,23420,Chevrières,22.413793103,7.7586206897,0,0.8620689655,0.0065896141,0.3270375963,0.1012500033,0,0.485958486,0.4171754609,0.2788916118,0,0.2788916118,2,Potentiel élevé,3,Cluster 3
42065,1432,1376,4.0697674419,42,0,0,36,9,25340,Civens,25.139664804,6.2849162011,0,0,0.0081646361,0.3668105399,0.0820181591,0,0.6031746032,0.3526245172,0.2967981101,0,0.2967981101,2,Potentiel élevé,4,Cluster 4
42069,3029,2883,5.0641692681,42,0,0,42,22,24710,Commelle-Vernay,13.865962364,7.263123143,0,0,0.0174120999,0.2023169832,0.0947837601,0,0.5647130647,0.3664398424,0.2545098112,0,0.2545098112,1,Potentiel moyen,4,Cluster 4
42071,6889,6821,0.9969212725,42,4,6,196,67,20710,Le Coteau,28.451154014,9.7256495863,0.5806357962,0.8709536943,0.0397635151,0.4151281748,0.1269197312,0.2173513209,0.3205128205,0.3099331544,0.2568619014,0.2173513209,0.2010326278,0,Potentiel faible,3,Cluster 3
42074,1074,1113,-3.504043127,42,0,1,17,13,22660,Coutouvre,15.82867784,12.104283054,0,0.9310986965,0.0060916292,0.2309547844,0.157960899,0,0.4395604396,0.2474008005,0.2200434048,0,0.2200434048,1,Potentiel moyen,3,Cluster 3
42075,1349,1263,6.8091844814,42,0,0,33,9,25200,Craintilleux,24.462564863,6.671608599,0,0,0.0076840228,0.3569310368,0.087064495,0,0.5946275946,0.3906835153,0.30089146,0,0.30089146,2,Potentiel élevé,4,Cluster 4
42081,1523,1494,1.9410977242,42,0,1,30,9,25290,Cuzieu,19.697964544,5.9093893631,0,0.6565988181,0.0086915736,0.2874111913,0.0771175337,0,0.6001221001,0.3230506933,0.2697933013,0,0.2697933013,2,Potentiel élevé,4,Cluster 4
42087,1265,1234,2.5121555916,42,0,0,20,1,28340,Écotay-l'Olme,15.81027668,0.790513834,0,0,0.0071976189,0.2306862947,0.0103162059,0,0.7863247863,0.3309844581,0.2841203772,0,0.2841203772,2,Potentiel élevé,4,Cluster 4
42092,2778,2595,7.0520231214,42,2,4,88,25,27460,L'Étrat,31.677465803,8.9992800576,0.7199424046,1.4398848092,0.0159586788,0.4622029937,0.1174406086,0.269498425,0.7326007326,0.3940572971,0.3616901814,0.269498425,0.2642152472,2,Potentiel élevé,4,Cluster 4
42093,1360,1402,-2.995720399,42,0,0,19,10,28690,Farnay,13.970588235,7.3529411765,0,0,0.0077477185,0.2038435696,0.0959558855,0,0.8076923077,0.2544629795,0.2793348764,0,0.2793348764,2,Potentiel élevé,4,Cluster 4
42094,8338,8056,3.5004965243,42,8,10,322,95,20980,Feurs,38.618373711,11.393619573,0.9594627009,1.1993283761,0.0481539816,0.5634771434,0.1486867403,0.3591588509,0.336996337,0.3447155787,0.3091454763,0.3591588509,0.1981131423,0,Potentiel faible,1,Cluster 1
42095,17137,16839,1.7697012887,42,9,16,554,104,19020,Firminy,32.327711968,6.0687401529,0.5251794363,0.9336523312,0.0991047853,0.4716906758,0.0791970616,0.196592158,0.2173382173,0.3206694653,0.2572247218,0.196592158,0.2066563586,0,Potentiel faible,3,Cluster 3
42097,4655,4383,6.2057951175,42,2,2,158,26,26800,La Fouillouse,33.941997852,5.5853920516,0.4296455424,0.4296455424,0.0268274888,0.4952445728,0.0728893686,0.160830639,0.6923076923,0.3823005658,0.3550316979,0.160830639,0.297931723,2,Potentiel élevé,4,Cluster 4
42099,3779,3748,0.8271077908,42,1,3,102,19,23530,Fraisses,26.991267531,5.0277851283,0.2646202699,0.7938608097,0.0217549914,0.3938271052,0.0656125981,0.0990561822,0.4926739927,0.3075739185,0.2726992465,0.0990561822,0.2456867003,1,Potentiel moyen,3,Cluster 3
42103,5026,5072,-0.906940063,42,1,3,107,41,21280,La Gra-Croix,21.289295663,8.157580581,0.19896538,0.5968961401,0.0289757725,0.3106301574,0.10645643,0.0744793698,0.3553113553,0.2834826161,0.2271799526,0.0744793698,0.210259733,0,Potentiel faible,3,Cluster 3
42108,1092,1017,7.3746312684,42,0,0,19,8,24440,L'Hôpital-le-Gra,17.399267399,7.326007326,0,0,0.0061958586,0.2538711124,0.0956043987,0,0.5482295482,0.3985393247,0.2684013842,0,0.2684013842,2,Potentiel élevé,4,Cluster 4
42110,4845,4820,0.5186721992,42,1,3,116,28,21200,L'Horme,23.942208462,5.7791537668,0.2063983488,0.6191950464,0.027927688,0.3493385644,0.0754179591,0.0772617776,0.3504273504,0.3032887916,0.234976101,0.0772617776,0.2168214297,0,Potentiel faible,3,Cluster 3
42115,1228,1161,5.7708871662,42,0,2,31,14,23810,Jonzieux,25.244299674,11.400651466,0,1.6286644951,0.0069833696,0.3683372577,0.1487785065,0,0.5097680098,0.3762583456,0.2930030354,0,0.2930030354,2,Potentiel élevé,3,Cluster 3
42120,1794,1695,5.8407079646,42,0,1,30,15,23910,Lentigny,16.722408027,8.3612040134,0,0.5574136009,0.0102608051,0.2439951194,0.1091137159,0,0.5158730159,0.3772283731,0.2580382761,0,0.2580382761,2,Potentiel élevé,3,Cluster 3
42122,1736,1698,2.2379269729,42,0,0,25,8,26250,Lézigneux,14.400921659,4.6082949309,0,0,0.0099249548,0.2101225251,0.0601382508,0,0.6587301587,0.3271745721,0.260717306,0,0.260717306,2,Potentiel élevé,4,Cluster 4
42123,4817,4724,1.9686706181,42,0,1,98,35,21450,Lorette,20.34461283,7.2659331534,0,0.2075980901,0.0277655533,0.296846377,0.0948204307,0,0.3656898657,0.3234337664,0.2318124959,0,0.2318124959,1,Potentiel moyen,3,Cluster 3
42126,1268,1295,-2.084942085,42,0,1,34,10,23100,Luriecq,26.813880126,7.8864353312,0,0.7886435331,0.0072149905,0.3912388619,0.1029179844,0,0.4664224664,0.2671165148,0.2613982075,0,0.2613982075,2,Potentiel élevé,3,Cluster 3
42127,7382,7684,-3.930244664,42,0,4,172,51,21680,Mably,23.299918721,6.9086968301,0,0.5418585749,0.0426182425,0.3399669738,0.0901584966,0,0.3797313797,0.2414795394,0.2312813502,0,0.2312813502,1,Potentiel moyen,3,Cluster 3
42129,1834,1817,0.9356081453,42,1,2,64,23,23600,Maclas,34.896401309,12.54089422,0.5452562704,1.0905125409,0.010492426,0.509170186,0.1636586749,0.2041075858,0.4969474969,0.3090813249,0.3151455973,0.2041075858,0.2508219903,1,Potentiel moyen,3,Cluster 3
42134,1390,1385,0.3610108303,42,0,1,27,11,23650,Marcilly-le-Châtel,19.424460432,7.9136690647,0,0.7194244604,0.0079214342,0.2834205179,0.1032733847,0,0.5,0.3010983862,0.2481501013,0,0.2481501013,1,Potentiel moyen,3,Cluster 3
42139,1338,1304,2.6073619632,42,0,2,40,22,24990,Marlhes,29.895366218,16.44245142,0,1.4947683109,0.007620327,0.4362005424,0.214573998,0,0.5818070818,0.3323071698,0.325583151,0,0.325583151,2,Potentiel élevé,4,Cluster 4
42145,1100,1071,2.7077497666,42,0,1,30,13,22250,Montagny,27.272727273,11.818181818,0,0.9090909091,0.0062421828,0.3979338584,0.1542272777,0,0.4145299145,0.3337018678,0.2735123493,0,0.2735123493,2,Potentiel élevé,3,Cluster 3
42147,16064,15526,3.4651552235,42,11,16,533,131,22210,Montbrison,33.179780876,8.1548804781,0.6847609562,0.9960159363,0.0928915551,0.484123135,0.1064211937,0.2563288369,0.4120879121,0.3442245784,0.3068347719,0.2563288369,0.2281841717,1,Potentiel moyen,3,Cluster 3
42149,5550,5290,4.9149338374,42,5,7,162,56,23730,Montro-les-Bains,29.189189189,10.09009009,0.9009009009,1.2612612613,0.032010006,0.4258967782,0.13167568,0.3372372184,0.5048840049,0.3643664994,0.3064776486,0.3372372184,0.2031219789,0,Potentiel faible,3,Cluster 3
42150,1322,1273,3.8491751767,42,0,0,31,12,22750,Montverdun,23.449319213,9.0771558245,0,0,0.0075276787,0.3421468626,0.1184568874,0,0.4450549451,0.3495598065,0.2637337348,0,0.2637337348,2,Potentiel élevé,3,Cluster 3
42155,1016,976,4.0983606557,42,0,1,16,5,22920,Nervieux,15.748031496,4.9212598425,0,0.9842519685,0.0057557789,0.229778081,0.064222443,0,0.4554334554,0.3530217656,0.2299200867,0,0.2299200867,1,Potentiel moyen,3,Cluster 3
42156,1367,1324,3.247734139,42,0,1,32,18,22010,Neulise,23.408924653,13.167520117,0,0.7315288954,0.0077882522,0.3415574693,0.1718361431,0,0.3998778999,0.3412039253,0.2609388043,0,0.2609388043,2,Potentiel élevé,3,Cluster 3
42159,1582,1611,-1.800124146,42,0,2,53,29,21330,Noirétable,33.501896334,18.331226296,0,1.2642225032,0.0090332144,0.488823092,0.2392225109,0,0.3583638584,0.2710735193,0.2857832681,0,0.2857832681,2,Potentiel élevé,3,Cluster 3
42162,1147,1158,-0.949913644,42,0,0,24,10,23330,Ouches,20.924149956,8.7183958152,0,0,0.0065143373,0.30530235,0.1137750691,0,0.4804639805,0.2828855798,0.2473646274,0,0.2473646274,1,Potentiel moyen,3,Cluster 3
42163,1050,1044,0.5747126437,42,1,2,37,25,20260,La Pacaudière,35.238095238,23.80952381,0.9523809524,1.9047619048,0.0059526567,0.5141558107,0.3107142958,0.3565079165,0.293040293,0.3040673671,0.2957581604,0.3565079165,0.1903180349,0,Potentiel faible,1,Cluster 1
42165,2862,2943,-2.752293578,42,1,4,85,36,21930,Panissières,29.699510832,12.578616352,0.3494060098,1.3976240391,0.0164450827,0.4333428344,0.1641509487,0.130794309,0.394993895,0.257844933,0.2668151331,0.130794309,0.2319172321,1,Potentiel moyen,3,Cluster 3
42168,3682,3757,-1.996273623,42,1,5,99,37,23860,Pélussin,26.887561108,10.048886475,0.2715915263,1.3579576317,0.0211933108,0.3923139343,0.1311379728,0.1016657557,0.5128205128,0.2683483948,0.2782216232,0.1016657557,0.2499360116,1,Potentiel moyen,3,Cluster 3
42169,1605,1467,9.4069529652,42,0,1,31,7,24340,Périgneux,19.314641745,4.3613707165,0,0.6230529595,0.0091663964,0.2818181635,0.0569158897,0,0.5421245421,0.4267745758,0.2746050272,0,0.2746050272,2,Potentiel élevé,4,Cluster 4
42170,2099,2141,-1.96170014,42,0,2,67,19,24820,Perreux,31.919961887,9.0519294902,0,0.9528346832,0.0120269143,0.4657412318,0.1181276837,0,0.5714285714,0.2688287277,0.3046113032,0,0.3046113032,2,Potentiel élevé,4,Cluster 4
42172,1070,1011,5.8358061325,42,0,1,19,11,27480,Planfoy,17.757009346,10.280373832,0,0.9345794393,0.0060684671,0.2590908923,0.1341588829,0,0.7338217338,0.3771602714,0.30830665,0,0.30830665,2,Potentiel élevé,4,Cluster 4
42174,1218,1009,20.7135778,42,0,0,22,11,25050,Poncins,18.062397373,9.0311986864,0,0,0.0069254644,0.2635467809,0.1178571467,0,0.5854700855,0.5838586588,0.318816109,0,0.318816109,2,Potentiel élevé,4,Cluster 4
42175,1206,1254,-3.827751196,42,0,1,20,11,23450,Pouilly-lès-Feurs,16.583747927,9.1210613599,0,0.8291873964,0.0068559781,0.2419719427,0.1190298546,0,0.4877899878,0.2429034915,0.2258573553,0,0.2258573553,1,Potentiel moyen,3,Cluster 3
42176,2209,2048,7.861328125,42,0,1,25,20,23440,Pouilly-les-Nonains,11.317338162,9.0538705297,0,0.4526935265,0.0126638718,0.1651302415,0.1181530143,0,0.4871794872,0.4053010534,0.240034395,0,0.240034395,1,Potentiel moyen,3,Cluster 3
42177,2576,2491,3.4122842232,42,0,1,77,16,21400,Pouilly-sous-Charlieu,29.891304348,6.2111801242,0,0.3881987578,0.0147889934,0.436141276,0.0810559033,0,0.3626373626,0.3434900363,0.2653769829,0,0.2653769829,2,Potentiel élevé,3,Cluster 3
42180,1033,1023,0.9775171065,42,0,0,10,7,23750,Précieux,9.6805421104,6.7763794773,0,0,0.0058542178,0.1412479007,0.0884317551,0,0.5061050061,0.3096635703,0.2129012973,0,0.2129012973,0,Potentiel faible,3,Cluster 3
42181,1469,1543,-4.795852236,42,0,1,16,18,19930,Régny,10.891763104,12.253233492,0,0.680735194,0.0083788854,0.158920715,0.1599047023,0,0.2728937729,0.2294535658,0.1658611289,0,0.1658611289,0,Potentiel faible,3,Cluster 3
42182,3200,3046,5.0558108995,42,2,5,85,27,23970,Renaison,26.5625,8.4375,0.625,1.5625,0.0184022791,0.3875709975,0.1101093786,0.2339583202,0.5195360195,0.3663237187,0.2942615596,0.2339583202,0.2254166194,1,Potentiel moyen,3,Cluster 3
42183,8046,7865,2.3013350286,42,1,3,177,49,17020,La Ricamarie,21.998508576,6.0899826,0.1242853592,0.3728560776,0.0464631491,0.3209782179,0.0794742755,0.0465241502,0.0952380952,0.3280555067,0.186117046,0.0465241502,0.1774581086,0,Potentiel faible,3,Cluster 3
42184,11045,10672,3.4951274363,42,3,5,194,64,22360,Riorges,17.564508828,5.794477139,0.2716161159,0.4526935265,0.0638289248,0.2562821349,0.0756179291,0.1016749604,0.4212454212,0.3446409854,0.2413562894,0.1016749604,0.2168163982,0,Potentiel faible,3,Cluster 3
42186,15214,15182,0.2107759189,42,7,13,412,91,19320,Rive-de-Gier,27.080320757,5.9813329828,0.4601025371,0.8544761404,0.0879696113,0.3951264726,0.078056398,0.1722317068,0.2356532357,0.2990111574,0.2350168787,0.1722317068,0.1945395206,0,Potentiel faible,3,Cluster 3
42187,34762,34831,-0.198099394,42,15,22,1068,251,18930,Roanne,30.723203498,7.2205281629,0.4315056671,0.6328749784,0.2011627368,0.4482794401,0.0942278956,0.1615269457,0.2118437118,0.2933306113,0.2674714564,0.1615269457,0.224267609,1,Potentiel moyen,3,Cluster 3
42189,9863,9868,-0.050668829,42,4,10,210,50,22590,Roche-la-Molière,21.291696238,5.0694514853,0.4055561188,1.0138902971,0.0569845277,0.310665184,0.066156344,0.1518131653,0.4352869353,0.2953788791,0.245119816,0.1518131653,0.2079074009,0,Potentiel faible,3,Cluster 3
42193,1422,1444,-1.523545706,42,0,1,26,16,22620,Rozier-en-Donzy,18.284106892,11.251758087,0,0.7032348805,0.0081067309,0.2667817241,0.1468354478,0,0.4371184371,0.2749160515,0.2327489921,0,0.2327489921,1,Potentiel moyen,3,Cluster 3
42197,1045,1023,2.1505376344,42,0,2,29,7,21900,Sainte-Agathe-la-Bouteresse,27.751196172,6.6985645933,0,1.9138755981,0.0059237041,0.4049151542,0.0874162708,0,0.3931623932,0.3259604632,0.2593505413,0,0.2593505413,2,Potentiel élevé,3,Cluster 3
42199,1912,1961,-2.49872514,42,0,1,36,18,24590,Saint-Aré-d'Apchon,18.828451883,9.4142259414,0,0.5230125523,0.0109440867,0.2747242119,0.1228556525,0,0.5573870574,0.261367785,0.2530491867,0,0.2530491867,1,Potentiel moyen,4,Cluster 4
42200,1515,1524,-0.590551181,42,0,0,15,10,23630,Saint-Aré-le-Puy,9.900990099,6.600660066,0,0,0.0086452495,0.1444644371,0.0861386167,0,0.4987789988,0.2878782389,0.2080973992,0,0.2080973992,0,Potentiel faible,3,Cluster 3
42204,1477,1552,-4.832474227,42,2,4,67,31,19930,Saint-Bonnet-le-Château,45.362220718,20.988490183,1.3540961408,2.7081922817,0.0084252096,0.6618759956,0.2738998058,0.5068832937,0.2728937729,0.2289447727,0.3086067208,0.5068832937,0.1521791297,0,Potentiel faible,1,Cluster 1
42206,1768,1585,11.545741325,42,0,0,30,8,31840,Saint-Bonnet-les-Oules,16.968325792,4.5248868778,0,0,0.0101102515,0.247583283,0.0590497757,0,1,0.4564889789,0.3640731332,0,0.3640731332,2,Potentiel élevé,4,Cluster 4
42207,35068,34870,0.5678233438,42,10,21,865,162,20330,Saint-Chamo,24.666362496,4.6195962131,0.2851602601,0.5988365461,0.2029346366,0.3599046294,0.0602857325,0.1067449847,0.2973137973,0.3039716534,0.2598630347,0.1067449847,0.232123959,1,Potentiel moyen,3,Cluster 3
42208,1896,1828,3.7199124726,42,0,1,39,17,24420,Saint-Christo-en-Jarez,20.569620253,8.9662447257,0,0.5274261603,0.0108514384,0.3001294396,0.1170094975,0,0.547008547,0.3477639467,0.2737085709,0,0.2737085709,2,Potentiel élevé,4,Cluster 4
42211,2431,2470,-1.578947368,42,0,1,61,16,24580,Saint-Cyprien,25.092554504,6.5816536405,0,0.4113533525,0.0139493677,0.3661231578,0.0858905828,0,0.5567765568,0.2741463506,0.2733888319,0,0.2733888319,2,Potentiel élevé,4,Cluster 4
42212,1019,867,17.53171857,42,0,1,17,10,23910,Saint-Cyr-de-Favières,16.683022571,9.8135426889,0,0.9813542689,0.0057731505,0.2434204499,0.1280667363,0,0.5158730159,0.5396527665,0.2923249095,0,0.2923249095,2,Potentiel élevé,4,Cluster 4
42214,1057,987,7.0921985816,42,0,0,23,7,25980,Saint-Cyr-les-Vignes,21.759697256,6.6225165563,0,0,0.0059931903,0.3174937439,0.0864238439,0,0.6422466422,0.3946154588,0.3009080708,0,0.3009080708,2,Potentiel élevé,4,Cluster 4
42215,1259,1271,-0.944138474,42,0,1,38,12,21430,Saint-Denis-de-Cabanne,30.18268467,9.5313741064,0,0.7942811755,0.0071628758,0.4403927795,0.1243844361,0,0.3644688645,0.2829658149,0.2596753713,0,0.2596753713,2,Potentiel élevé,3,Cluster 3
42218,172718,171057,0.9710213555,42,66,99,4200,747,19010,Saint-Étienne,24.317094918,4.3249690247,0.3821257773,0.5731886659,1,0.3548084982,0.0564408476,0.143042408,0.2167277167,0.3095733242,0.4024284599,0.143042408,0.344864124,2,Potentiel élevé,2,Cluster 2
42219,1032,1006,2.5844930417,42,0,0,16,10,23270,Saint-Étienne-le-Molard,15.503875969,9.6899224806,0,0,0.0058484273,0.2262156301,0.1264534925,0,0.4768009768,0.3319894496,0.2384497021,0,0.2384497021,1,Potentiel moyen,3,Cluster 3
42222,5842,5688,2.7074542897,42,4,6,150,49,26680,Saint-Galmier,25.676138309,8.3875385142,0.6846970216,1.0270455324,0.0337008385,0.3746381755,0.1094573812,0.2563049041,0.684981685,0.3336977627,0.3205542083,0.2563049041,0.2383945927,1,Potentiel moyen,4,Cluster 4
42223,6183,6112,1.1616492147,42,1,4,128,35,24970,Saint-Genest-Lerpt,20.701924632,5.6606825166,0.1617337862,0.6469351448,0.0356754065,0.3020598807,0.0738719092,0.0605423439,0.5805860806,0.3122217363,0.2722924012,0.0605423439,0.255807181,1,Potentiel moyen,4,Cluster 4
42224,2917,2874,1.4961725818,42,1,2,81,30,25430,Saint-Genest-Malifaux,27.768255057,10.28453891,0.3428179637,0.6856359273,0.0167635614,0.4051640588,0.1342132371,0.1283281839,0.6086691087,0.3168693033,0.3098833949,0.1283281839,0.2701166217,2,Potentiel élevé,4,Cluster 4
42225,3843,3888,-1.157407407,42,0,2,79,25,25220,Genilac,20.556856622,6.5053343742,0,0.5204267499,0.0221255848,0.2999432067,0.0848946163,0,0.5958485958,0.280002848,0.2673153999,0,0.2673153999,2,Potentiel élevé,4,Cluster 4
42228,1462,1403,4.205274412,42,0,0,13,6,23420,Saint-Georges-Haute-Ville,8.8919288646,4.1039671683,0,0,0.0083383518,0.1297413173,0.0535567733,0,0.485958486,0.3545071292,0.2102296387,0,0.2102296387,0,Potentiel faible,3,Cluster 3
42230,1604,1648,-2.669902913,42,1,3,52,32,20810,Saint-Germain-Laval,32.418952618,19.950124688,0.6234413965,1.8703241895,0.0091606059,0.4730219597,0.2603491356,0.233374883,0.3266178266,0.2589895949,0.2762614658,0.233374883,0.2117889785,0,Potentiel faible,3,Cluster 3
42231,1219,1223,-0.327064595,42,1,2,36,21,22090,Saint-Germain-Lespinasse,29.53240361,17.227235439,0.8203445447,1.6406890894,0.0069312549,0.4309045883,0.2248154298,0.3070822907,0.4047619048,0.2915388847,0.2820948704,0.3070822907,0.1954685314,0,Potentiel faible,3,Cluster 3
42234,3686,3600,2.3888888889,42,1,2,51,27,25650,Saint-Héa,13.836136734,7.3250135648,0.2712967987,0.5425935974,0.0212164729,0.2018818001,0.0955914301,0.1015554293,0.6221001221,0.3292719013,0.2593268638,0.1015554293,0.2329908128,1,Potentiel moyen,4,Cluster 4
42237,6611,6680,-1.032934132,42,0,3,121,37,23950,Saint-Jean-Bonnefos,18.302828619,5.5967327182,0,0.4537891393,0.0381537499,0.2670548911,0.0730373643,0,0.5183150183,0.2817321678,0.2453595146,0,0.2453595146,1,Potentiel moyen,3,Cluster 3
42239,1155,1138,1.4938488576,42,0,1,24,7,23510,Saint-Jean-Saint-Maurice-sur-Loire,20.779220779,6.0606060606,0,0.8658008658,0.0065606615,0.3031877017,0.0790909117,0,0.4914529915,0.3168370196,0.2506306967,0,0.2506306967,1,Potentiel moyen,3,Cluster 3
42242,1972,1897,3.9536109647,42,0,0,49,14,25430,Saint-Joseph,24.847870183,7.0993914807,0,0,0.011291518,0.3625529914,0.0926470618,0,0.6086691087,0.3510107435,0.2987295812,0,0.2987295812,2,Potentiel élevé,4,Cluster 4
42246,1137,1160,-1.982758621,42,0,1,21,16,21190,Saint-Julien-Molin-Molette,18.469656992,14.072119613,0,0.8795074758,0.0064564321,0.2694890686,0.1836411669,0,0.3498168498,0.2685361601,0.2198803306,0,0.2198803306,1,Potentiel moyen,3,Cluster 3
42248,1123,1148,-2.177700348,42,3,5,49,29,20270,Saint-Just-en-Chevalet,43.633125557,25.823686554,2.6714158504,4.4523597507,0.0063753648,0.636646927,0.3369991205,0.999999944,0.2936507937,0.2658278149,0.3228823945,0.999999944,1.8081413E-8,0,Potentiel faible,1,Cluster 1
42249,1652,1658,-0.361881785,42,1,2,28,22,21240,Saint-Just-la-Peue,16.949152542,13.317191283,0.6053268765,1.210653753,0.009438551,0.2473035278,0.1737893519,0.2265940148,0.3528693529,0.291055166,0.2185668987,0.2265940148,0.1690409476,0,Potentiel faible,3,Cluster 3
42253,1162,1130,2.8318584071,42,0,0,29,11,23810,Saint-Léger-sur-Roanne,24.95697074,9.4664371773,0,0,0.0066011952,0.3641448676,0.1235370092,0,0.5097680098,0.3354261217,0.2799258336,0,0.2799258336,2,Potentiel élevé,3,Cluster 3
42256,5060,4671,8.3279811604,42,1,3,96,28,23780,Saint-Marcellin-en-Forez,18.972332016,5.5335968379,0.1976284585,0.5928853755,0.0291726502,0.2768235537,0.0722134411,0.0739789155,0.5079365079,0.4117843113,0.2698165985,0.0739789155,0.2498558591,1,Potentiel moyen,3,Cluster 3
42259,3784,3727,1.5293801986,42,1,2,66,22,25630,Saint-Martin-la-Plaine,17.441860465,5.8139534884,0.2642706131,0.5285412262,0.021783944,0.2544925839,0.0758720955,0.098925294,0.6208791209,0.3173306601,0.2670027053,0.098925294,0.2405893842,1,Potentiel moyen,4,Cluster 4
42262,1822,1797,1.3912075682,42,0,1,41,13,24080,Saint-Maurice-en-Gourgois,22.502744237,7.1350164654,0,0.5488474204,0.0104229397,0.3283354741,0.0931119679,0,0.5262515263,0.3154110138,0.2664677597,0,0.2664677597,2,Potentiel élevé,3,Cluster 3
42267,1694,1698,-0.23557126,42,0,1,32,13,24450,Saint-Nizier-sous-Charlieu,18.890200708,7.6741440378,0,0.5903187721,0.0096817529,0.2756251833,0.1001475829,0,0.5488400488,0.2928100109,0.2541947958,0,0.2541947958,1,Potentiel moyen,4,Cluster 4
42270,1345,1358,-0.957290133,42,0,1,19,11,27970,Saint-Paul-en-Cornillon,14.126394052,8.1784386617,0,0.7434944238,0.0076608607,0.206116918,0.106728628,0,0.7637362637,0.2827830975,0.2783745681,0,0.2783745681,2,Potentiel élevé,4,Cluster 4
42271,4771,4754,0.3575936054,42,0,1,69,45,23630,Saint-Paul-en-Jarez,14.46237686,9.4319849088,0,0.2095996646,0.0274991893,0.2110192123,0.1230874071,0,0.4987789988,0.3010509104,0.2366837338,0,0.2366837338,1,Potentiel moyen,3,Cluster 3
42272,1698,1752,-3.082191781,42,0,1,47,21,24720,Saint-Pierre-de-Bœuf,27.679623086,12.367491166,0,0.5889281508,0.009704915,0.4038708379,0.161395765,0,0.5653235653,0.2532616239,0.2908350951,0,0.2908350951,2,Potentiel élevé,4,Cluster 4
42275,6164,6175,-0.178137652,42,2,7,179,113,25120,Saint-Priest-en-Jarez,29.039584685,18.332251785,0.3244646334,1.1356262167,0.0355653866,0.4237139126,0.2392358936,0.121457921,0.5897435897,0.2936079418,0.3255972458,0.121457921,0.2860508813,2,Potentiel élevé,4,Cluster 4
42279,15419,14935,3.2407097422,42,6,9,352,84,26190,Saint-Just-Saint-Rambert,22.828977236,5.4478241131,0.3891302938,0.5836954407,0.0891566684,0.3330955098,0.071094107,0.1456644318,0.6550671551,0.3411063346,0.3110040251,0.1456644318,0.2657018005,2,Potentiel élevé,4,Cluster 4
42283,1211,1222,-0.900163666,42,0,1,29,9,24250,Saint-Romain-en-Jarez,23.947151115,7.4318744839,0,0.8257638315,0.0068849307,0.3494106822,0.0969859652,0,0.5366300366,0.2835767613,0.2673189111,0,0.2673189111,2,Potentiel élevé,3,Cluster 3
