DEPCOM,Libelle_DOM,Libelle_SDOM,Libelle_TYPEQU,SIRET,TYPEQU
42186,Services pour les particuliers,Autres services,COIFFURE,50406372800019,A501
42186,Services pour les particuliers,Autres services,COIFFURE,51408741000023,A501
42186,Services pour les particuliers,Autres services,COIFFURE,52458391100010,A501
42186,Services pour les particuliers,Autres services,COIFFURE,53986725900027,A501
42186,Services pour les particuliers,Autres services,COIFFURE,75342888700016,A501
42186,Services pour les particuliers,Autres services,COIFFURE,79242482200023,A501
42186,Services pour les particuliers,Autres services,COIFFURE,81112235700023,A501
42186,Services pour les particuliers,Autres services,COIFFURE,82150071700011,A501
42186,Services pour les particuliers,Autres services,COIFFURE,82387379900030,A501
42186,Services pour les particuliers,Autres services,COIFFURE,90368805900018,A501
42186,Services pour les particuliers,Autres services,COIFFURE,91896897500014,A501
42186,Services pour les particuliers,Autres services,COIFFURE,94828485600028,A501
42186,Services pour les particuliers,Autres services,COIFFURE,98049309200012,A501
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,34744077800020,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,49210765100027,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,50268564700039,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,52405742900010,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,79442581900016,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,79771469800025,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,79929541500019,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,82198752600018,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,82795790300020,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,84873530400026,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,87849113300012,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,88435172700026,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,88478283000019,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,90259429000014,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,90393494100019,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,91756361100016,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,91807388300012,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,91807473300018,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,91832688500012,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,94896298000017,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,95215749300026,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,95328123500028,A507
42186,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,97758475400013,A507
42186,Services pour les particuliers,Autres services,PRESSING-LAVERIE AUTOMATIQUE,48168209400018,A506
42186,Services pour les particuliers,Autres services,PRESSING-LAVERIE AUTOMATIQUE,79075223200039,A506
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,42285589000022,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,43766859300019,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,44345002800040,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,49114289900054,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,50880238600039,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,79793605100011,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,79903988800018,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,79970846600039,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,80392174100010,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,81785547100014,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,82365722600010,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,82872131600028,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,82904564000028,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,83801064300016,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,83965817600012,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,84111569400017,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,84395531100017,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,84536747300012,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,85010213800029,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,88293882200013,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,88380436100011,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,89011492900015,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,90065089600013,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,90127821800028,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,90193132900014,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,90306841900022,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,91507855400010,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,91978400900012,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,92168427000017,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,94789826800018,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,95235244100010,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,95311105100017,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,97772935900017,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,97838893200011,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,97856924200016,A504
42186,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,97900551900017,A504
42186,Services pour les particuliers,Autres services,VÉTÉRINAIRE,50302753400323,A502
42186,Services pour les particuliers,Autres services,VÉTÉRINAIRE,82203267800010,A502
42186,Services pour les particuliers,Autres services,VÉTÉRINAIRE,88129594300016,A502
42186,Services pour les particuliers,Services automobiles,CONTRÔLE TECHNIQUE AUTOMOBILE,33815565800036,A302
42186,Services pour les particuliers,Services automobiles,CONTRÔLE TECHNIQUE AUTOMOBILE,52927506700013,A302
42186,Services pour les particuliers,Services automobiles,ÉCOLE DE CONDUITE,32211900900098,A304
42186,Services pour les particuliers,Services automobiles,ÉCOLE DE CONDUITE,33392079100014,A304
42186,Services pour les particuliers,Services automobiles,ÉCOLE DE CONDUITE,81027076900013,A304
42186,Services pour les particuliers,Services automobiles,ÉCOLE DE CONDUITE,84213921400014,A304
42186,Services pour les particuliers,Services automobiles,ÉCOLE DE CONDUITE,85145991700015,A304
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,30263903400016,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,34492211700025,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,40475933400042,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,42026231300026,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,44063215600012,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,49017554400017,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,49996025000029,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,50241713200011,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,50958685500017,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,53373562700010,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,79238075000028,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,79386579100024,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,79782566800016,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,79932186400016,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,80359843200034,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,83834712800012,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,84247392800013,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,84806983700013,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,87941960400019,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,89060121400012,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,89250006700012,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,89395660700012,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,89411835500011,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,89757672400016,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,90215380800016,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,90402949300015,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,90957325500017,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,91042684000013,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,91330008300015,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,91855971700015,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,94770288200012,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,97889982100026,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,97896984800016,A301
42186,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,98015375300010,A301
42186,Services pour les particuliers,Services généraux,"BANQUE, CAISSE D’ÉPARGNE",31579627600030,A203
42186,Services pour les particuliers,Services généraux,"BANQUE, CAISSE D’ÉPARGNE",38368683902917,A203
42186,Services pour les particuliers,Services généraux,"BANQUE, CAISSE D’ÉPARGNE",55212022205053,A203
42186,Services pour les particuliers,Services généraux,"BANQUE, CAISSE D’ÉPARGNE",60552007104364,A203
42186,Services pour les particuliers,Services généraux,"BANQUE, CAISSE D’ÉPARGNE",66204244904131,A203
42186,Services pour les particuliers,Services généraux,"BANQUE, CAISSE D’ÉPARGNE",77814745402521,A203
42186,Services pour les particuliers,Services généraux,"BANQUE, CAISSE D’ÉPARGNE",95450797605998,A203
42186,Services pour les particuliers,Services généraux,BUREAU DE POSTE,35600000010406,A206
42186,Services pour les particuliers,Services généraux,BUREAU DE POSTE,35600000010410,A206
42186,Services pour les particuliers,Services généraux,SERVICES FUNÉRAIRES,30207716901975,A205
42186,Services pour les particuliers,Services généraux,SERVICES FUNÉRAIRES,54207679921078,A205
42186,Services pour les particuliers,Services généraux,SERVICES FUNÉRAIRES,79043139900019,A205
42186,Services pour les particuliers,Services généraux,SERVICES FUNÉRAIRES,91818780800012,A205
42186,Services pour les particuliers,Services publics,MAIRIE,"",A129
42186,Services pour les particuliers,Services publics,POLICE,17420151700144,A101
42186,Services pour les particuliers,Services publics,RÉSEAU DE PROXIMITÉ FRANCE TRAVAIL,"",A122
42186,"Sports, loisirs et culture",Equipements culturels et socioculturels,ARCHIVES,"",F314
42186,"Sports, loisirs et culture",Equipements culturels et socioculturels,BIBLIOTHÈQUE,"",F307
42186,"Sports, loisirs et culture",Equipements culturels et socioculturels,CINÉMA,"",F303
42186,"Sports, loisirs et culture",Equipements culturels et socioculturels,CONSERVATOIRE,"",F305
42186,"Sports, loisirs et culture",Equipements sportifs,ATHLÉTISME,"",F107
